Snapshot,P_Disk,P_Irr,P_Spheroid,SubhaloID
25,0.64957035,0.8319388,0.0015248954,68205
25,0.713565,0.8851217,0.016570598,68632
25,0.70812213,0.9275105,0.010127276,68633
25,0.06309894,0.70350975,0.019532144,68634
25,0.00042179227,0.98156476,0.0024220943,69056
25,0.0066610575,0.9509912,0.00031057,69376
25,0.09322399,0.94110924,0.0007998347,69877
25,0.17047176,0.997429,0.00023287535,70439
25,1.1190248e-07,0.608037,0.000531286,70440
25,0.12536848,0.9948447,0.00021868944,70835
25,1.1523459e-08,0.5317072,0.0016904473,70836
25,0.20738357,0.9880011,0.00014385581,71224
25,0.4926392,0.99242854,0.007597536,71696
25,0.008759409,0.46304467,0.016600728,72060
25,0.6968763,0.8093061,0.0036362708,72410
25,0.34628063,0.9954328,0.0035767257,72848
25,0.005759686,0.88477516,8.818541e-05,73223
25,4.1824314e-06,0.47310022,0.0005328953,73224
25,0.0008225441,0.9097589,0.00041648746,73578
25,0.012058914,0.8985119,0.00025749207,73579
25,0.7173612,0.9053267,0.018725663,74078
25,0.022241145,0.9922297,0.0006277859,74417
25,0.55149853,0.9225237,0.0345487,74817
25,0.6112999,0.76043177,0.68125284,75167
25,0.009283215,0.7664156,0.0007850528,75554
25,0.5128297,0.9681108,0.00039452314,76018
25,0.0007516742,0.82537824,0.0010605156,76019
25,0.13304868,0.925918,0.004446447,76374
25,0.39100096,0.9939271,0.009948701,76735
25,0.73196554,0.8726537,0.0110102,77114
25,1.4219175e-05,0.92143774,0.0016122758,77115
25,2.5084206e-05,0.41075182,0.005724132,77427
25,2.4416076e-05,0.52448815,0.0029498339,77428
25,0.32453573,0.98908305,0.0062992275,77992
25,0.5776743,0.95408595,0.099610925,77994
25,0.6318843,0.94633627,0.008156002,78342
25,0.026655048,0.8266322,0.00044637918,78343
25,0.0021121204,0.9537244,0.00019395351,78684
25,7.197026e-06,0.77872264,0.00012999773,78991
25,5.988446e-06,0.87715715,0.00235188,78992
25,1.0097974e-05,0.9716525,0.00018146634,79454
25,0.0023688078,0.81255424,0.0003196299,79455
25,0.65832824,0.6564456,0.004524797,79784
25,0.21611792,0.9846703,0.003856063,80180
25,5.9618153e-05,0.9592459,0.00037011504,80540
25,0.7565216,0.66210437,0.0076346993,80950
25,0.59571224,0.96921855,0.0059019923,81316
25,0.62849474,0.7631538,0.007506609,81317
25,0.7657249,0.68948823,0.003104061,81595
25,0.104986906,0.89633644,0.0012325943,81903
25,0.6060013,0.95584214,0.0035147667,82123
25,0.007544309,0.7113344,0.00043857098,82393
25,8.605974e-05,0.8476639,0.00014290214,82730
25,0.66211414,0.60101676,0.0032313764,82731
25,0.00049960613,0.9818497,2.326794e-05,83090
25,0.7893169,0.511592,0.005368322,83410
25,0.4435577,0.96452624,0.01123029,83747
25,0.047385782,0.9064802,0.00029587746,84090
25,0.35440856,0.9750781,0.003391385,84518
25,0.00020876527,0.8004588,0.0005964041,84750
25,0.7831937,0.49219373,0.006603986,85187
25,0.63137835,0.7257769,0.36149937,85690
25,0.018139213,0.97403634,0.0003887713,85911
25,0.18926108,0.90418506,0.004000634,86238
25,0.57897866,0.9090407,0.05660355,86489
25,0.07524532,0.83056253,0.011943638,86708
25,1.8506573e-05,0.766846,0.00094109774,86709
25,0.097105205,0.9547215,0.0011154115,86962
25,0.6951418,0.26941475,0.0046681464,87339
25,0.6701465,0.9148413,0.0026787817,87603
25,0.32248157,0.9919915,0.010197371,87897
25,0.6143321,0.3121968,0.062014937,88205
25,0.26348436,0.97335994,0.13149345,88406
25,0.73214465,0.59570885,0.0021351874,88661
25,0.021425009,0.79823995,0.0005942285,88880
25,0.107645065,0.5963285,0.00090539455,89313
25,0.74392325,0.45911634,0.0052330494,89852
25,3.005174e-05,0.87765294,0.0035663247,90147
25,0.58296984,0.9415402,0.009543598,90400
25,0.0006791949,0.93507624,0.00021848083,90631
25,0.66139156,0.87465835,0.018204093,91062
25,0.43660465,0.9676573,0.0087580085,91063
25,0.00013673306,0.9640003,0.00027650595,91300
25,4.3623622e-06,0.92335737,0.00052523613,91499
25,3.9121813e-05,0.96096635,0.00032806396,91773
25,0.038659185,0.95175356,0.00028419495,92103
25,0.20238033,0.9790771,0.10823578,92403
25,0.19529453,0.9721209,7.951631e-05,93335
25,0.0016085804,0.97899663,7.463357e-05,93565
25,0.30935007,0.9567318,0.0010724664,93776
25,0.6575571,0.3750613,0.0022358894,94027
25,0.6640131,0.9008075,0.0036548078,94385
25,6.908519e-06,0.80635464,0.000246495,94386
25,0.018778682,0.8621894,0.02958867,94618
25,0.0034497082,0.93579364,0.00024431944,95018
25,0.47309148,0.9873786,0.0030292869,95351
25,0.70780355,0.9620691,0.0067729354,95546
25,0.0017666221,0.9443648,0.00012195448,95901
25,0.41929883,0.9156077,3.3473225e-05,96160
25,0.5135002,0.89917266,0.12384972,96565
25,0.69358605,0.90997505,0.0070264935,96916
25,0.07977468,0.9382435,0.00059998035,97180
25,0.7050055,0.5557198,0.0065166354,97398
25,0.020673752,0.49729392,0.00068479776,97399
25,0.03006339,0.9205612,0.0035043955,97654
25,0.073423654,0.88364196,0.00089097023,97943
25,3.617586e-05,0.8997017,0.00052189827,98351
25,4.561019e-05,0.90569365,0.0015952885,98600
25,6.1959345e-06,0.5515596,0.0015872717,98601
25,0.010158956,0.9863614,0.00029036403,98840
25,0.7447577,0.8398597,0.009682119,98841
25,0.000120622324,0.785082,0.0002863407,99004
25,0.6069592,0.8937373,0.0076324344,99277
25,0.65878105,0.7950139,0.004801005,99590
25,0.65026915,0.91833174,0.010983974,99810
25,0.014280915,0.6572532,0.0034076273,99811
25,0.6529396,0.8896288,0.00759393,100060
25,0.3915212,0.9433322,0.0017071962,100266
25,0.020027459,0.59017426,0.0018204749,100500
25,0.60754555,0.89177084,0.0062414706,100821
25,0.016344666,0.90287817,0.001014322,101136
25,1.3997966e-05,0.84081686,0.00046351552,101373
25,0.16309038,0.7438023,0.00052690506,101374
25,0.4957056,0.98176664,0.030908316,101652
25,2.6020662e-05,0.9648837,0.00021070242,101915
25,0.66013706,0.36210003,0.0017552972,102170
25,0.008018404,0.78985596,0.0011163354,102397
25,0.61748767,0.9594928,0.0039244294,102606
25,0.53165126,0.9566885,0.026013583,102861
25,0.0015144348,0.8516393,0.009596616,103200
25,0.6788191,0.600263,0.0045063198,103396
25,0.3445617,0.97547424,0.002269864,103622
25,0.55768925,0.77321464,0.4854739,103834
25,0.5534726,0.96703976,0.005695075,104074
25,0.7720241,0.42793053,0.0039963126,104655
25,0.7390801,0.53596914,0.0028277636,104876
25,0.03821522,0.9681432,0.00036495924,105071
25,0.0026758313,0.94802445,0.00013113022,105339
25,0.65317434,0.8368707,0.0076845884,105589
25,0.4166771,0.9625616,0.011917859,105839
25,0.10166386,0.9481834,0.0066487193,105983
25,2.2839124e-05,0.4293993,0.0016643107,105984
25,0.0005353391,0.7862836,0.0011942089,106240
25,0.67302775,0.6617019,0.0030138195,106458
25,0.6549064,0.9368929,0.013585806,106713
25,0.10538545,0.96624,0.0019211173,107028
25,0.0019726753,0.9658228,0.00074222684,107291
25,6.6894304e-06,0.7693897,0.00085392594,107506
25,0.64571023,0.83816266,0.003287375,107727
25,5.8656614e-08,0.78560376,0.0004735291,107968
25,0.06306058,0.97372305,0.00014081597,108197
25,0.0013590455,0.95747435,0.0011201203,108403
25,3.0314428e-05,0.96719176,0.00012812018,108614
25,0.00860095,0.6625913,0.0014041066,108861
25,3.1926895e-08,0.6721336,0.00027769804,109120
25,0.00028380752,0.912719,0.0008247793,109384
25,0.6829946,0.48519924,0.0022072494,109698
25,0.42794535,0.977289,0.15996867,109979
25,0.59248984,0.8508423,0.0046402216,110111
25,0.46059072,0.9525147,0.027603418,110320
25,3.1015695e-06,0.8737753,0.0008279979,110528
25,0.0034941733,0.9246876,0.00012928247,110780
25,0.053276956,0.8954781,0.0043178797,111019
25,0.72744566,0.6085331,0.0035157502,111020
25,1.18479896e-07,0.8525987,0.0017909408,111205
25,0.10247639,0.9560672,0.0018945336,111399
25,2.2754097e-05,0.96301425,0.002673626,111542
25,0.5094576,0.98660004,0.010605067,111719
25,9.922306e-06,0.72661227,0.0005377233,112012
25,0.69651747,0.5060172,0.007411003,112013
25,0.68002886,0.3298167,0.0038309097,112600
25,0.65631187,0.6186829,0.004614681,112870
25,0.00025075674,0.8456502,0.0023688078,113069
25,5.4322252e-05,0.94452673,0.0013155043,113325
25,0.6867338,0.38135177,0.0020805597,113512
25,0.0033223033,0.5993602,0.0012242198,113726
25,0.0024608672,0.96819174,0.016595662,113930
25,0.624675,0.9334575,0.0031202435,114112
25,1.1697032e-07,0.9209302,0.0005953908,114384
25,0.018168807,0.38640264,0.06599331,114574
25,0.0958868,0.855372,0.00073698163,115105
25,0.24352548,0.7773819,0.0030635595,115669
25,2.90045e-06,0.91893846,0.00025123358,115839
25,1.651923e-07,0.778341,0.00040477514,116081
25,0.02708298,0.77969325,0.0077823102,116326
25,0.68655694,0.33607507,0.0025291443,116585
25,0.005633205,0.8096427,0.0006761253,116845
25,0.7023984,0.76595056,0.003951013,117113
25,0.7461714,0.68957347,0.0051846206,117316
25,5.8671944e-08,0.47510374,0.001026243,117317
25,0.5947984,0.94689876,0.0032343864,117516
25,0.0017294884,0.85602736,0.00015187263,117726
25,0.58891106,0.974663,0.0032964647,117912
25,0.4089466,0.9488528,0.0137977,118139
25,0.0028316975,0.8549086,0.0011805892,118344
25,0.00047823787,0.8654945,0.0020841956,118569
25,0.73814344,0.77518517,0.0036877096,119117
25,0.038847446,0.8061307,0.00016355515,119325
25,0.14659467,0.6505357,9.076649e-05,119531
25,3.22204e-05,0.8777622,0.0021626353,119772
25,0.11781961,0.8920525,0.00038161874,119941
25,4.738175e-05,0.93560547,0.0006299615,120223
25,0.0086989105,0.9492847,0.0010783076,120386
25,0.7102006,0.81580234,0.0060270727,120552
25,0.6586201,0.38346833,0.0017274022,120786
25,0.7007658,0.7467244,0.0035910904,121054
25,3.7603368e-06,0.87771463,0.00014841557,121256
25,2.3645966e-07,0.6137063,0.0023030043,121343
25,0.07995486,0.95279276,0.0003299415,121617
25,1.0279585e-07,0.8154809,0.0005746186,121748
25,0.71123856,0.9086931,0.0015666783,121878
25,5.432727e-09,0.7214723,0.0009916723,122091
25,0.006670177,0.89290607,0.0016205311,122303
25,0.0016925335,0.8734431,0.0002529621,122443
25,0.0022204816,0.73051083,0.0019315183,122676
25,1.4621548e-06,0.79895246,0.0022362769,122905
25,0.00029978156,0.8334103,0.00666818,123139
25,3.1076823e-05,0.59397316,0.0011794567,123243
25,0.6111952,0.8234055,0.0051843226,123364
25,6.424558e-05,0.87306315,0.00026214123,123524
25,0.54608816,0.89134324,0.048825264,123731
25,4.131015e-05,0.8579925,0.00015690923,123923
25,0.007513672,0.921803,0.0015273988,124114
25,9.489644e-06,0.93733525,0.0014956295,124357
25,0.021478951,0.7605859,0.00093367696,124586
25,2.3269815e-06,0.7925094,0.0015308857,124587
25,5.9555614e-06,0.8629551,0.00081059337,124737
25,0.6422371,0.8655326,0.005688131,125020
25,0.50201017,0.8758228,0.077204436,125189
25,1.2555596e-05,0.87689114,0.0025604367,125287
25,0.80297035,0.65661514,0.003501594,125444
25,0.7854985,0.67811245,0.0042010546,125594
25,0.09388247,0.94996125,0.0012747645,125779
25,2.5989834e-07,0.37250584,0.043303818,125942
25,0.63312745,0.93605876,0.003713727,126011
25,0.64730585,0.94649726,0.009727299,126167
25,2.112484e-06,0.88108885,0.00011246787,126308
25,7.694386e-06,0.737473,0.0010357797,126559
25,0.33013552,0.96310496,0.001051724,126773
25,0.40383184,0.85177684,0.008202076,126928
25,0.0029374063,0.8279712,0.00031900406,127171
25,0.00041240454,0.7187345,0.0037629306,127425
25,0.35666287,0.9920598,0.008230865,127640
25,0.50143194,0.9840465,0.011349678,127762
25,1.6423583e-05,0.6871319,0.00012630224,127978
25,1.3695452e-06,0.45681548,0.001381129,128179
25,0.0082117915,0.69348204,0.0017136037,128320
25,1.715056e-06,0.36009416,0.001262486,128321
25,7.0455e-05,0.78739583,0.00081938505,128526
25,0.69915295,0.85469997,0.004845768,128724
25,1.8093046e-07,0.8623619,0.00012155354,128869
25,0.5783135,0.90886927,0.09305838,129022
25,0.8060225,0.6071356,0.012713939,129276
25,0.7014739,0.7654616,0.004590273,129435
25,0.6060357,0.91213155,0.0124257505,129675
25,3.627456e-09,0.64204586,0.002113849,129866
25,3.1926425e-07,0.7004795,0.00012519956,130071
25,0.8111476,0.59769505,0.003424883,130270
25,0.686352,0.116449475,0.049438417,130456
25,0.009230137,0.7914593,0.00023680925,130567
25,0.6238643,0.8895501,0.010322183,130716
25,0.0066444874,0.7542802,0.0008957386,130928
25,0.62121165,0.8870274,0.00803262,130929
25,0.0076463223,0.5551705,0.00027152896,131078
25,0.50282913,0.7672038,0.00046890974,131260
25,0.7109118,0.5535043,0.0036652684,131550
25,8.531899e-08,0.64407295,0.0004669726,131716
25,0.39747447,0.9589511,0.0011792779,131882
25,0.0007060468,0.9022769,0.0013183057,131975
25,0.0002616644,0.7589942,0.00030183792,132118
25,2.4779756e-06,0.79705286,0.0016933978,132283
25,0.5155265,0.99048245,0.008992195,132588
25,8.903561e-05,0.76196754,0.00020226836,132788
25,1.565044e-08,0.61289984,0.00066396594,133011
25,0.008820981,0.8770246,0.00041890144,133254
25,0.0039378405,0.8290262,0.0004092753,133446
25,0.0009276271,0.8468702,0.004753709,133612
25,0.010011494,0.715126,0.0036322773,133763
25,4.297405e-08,0.50703436,0.0006569326,133920
25,0.6962471,0.44011647,0.004496485,134149
25,4.060612e-06,0.5949719,0.0035367608,134422
25,0.0020878613,0.6641709,0.00027289987,134929
25,0.0019155443,0.84434456,0.0008203089,135092
25,9.2017275e-05,0.6674013,0.0046975017,135251
25,1.0174927e-06,0.3919409,0.0019424558,135766
25,0.63512415,0.8764441,0.008696169,136094
25,2.640862e-08,0.6070231,0.0012418628,136325
25,0.018832952,0.718935,0.002017647,136507
25,0.020314127,0.55393976,0.016082346,136685
25,0.61097515,0.7557112,0.0042743087,136891
25,4.9649727e-05,0.85973173,0.000513047,137056
25,0.005258113,0.8347359,0.0006760359,137163
25,0.046115905,0.7607151,0.00014388561,137326
25,0.000936687,0.8603984,0.00031280518,137488
25,0.70936036,0.67721623,0.0049579144,137635
25,0.67307806,0.8577422,0.024630934,137859
25,8.5344145e-06,0.83178043,0.00076025724,138045
25,0.7452469,0.44360924,0.0043255985,138413
25,2.2033717e-09,0.7445617,0.00055760145,138613
25,0.6202033,0.74871016,0.017703533,138813
25,0.000929445,0.77427167,0.0002515018,139051
25,0.7309996,0.8418295,0.011030942,139292
25,0.65923023,0.9023837,0.037228674,139459
25,0.6960304,0.79984546,0.009268075,139599
25,0.047864288,0.89414793,0.0037068427,139804
25,0.0021953583,0.7986077,0.0013141632,139935
25,0.6286737,0.8810775,0.002943784,140119
25,0.67443264,0.9148893,0.034264356,140228
25,0.7312337,0.72208655,0.023383677,140655
25,0.72853506,0.74421555,0.004732728,140828
25,0.0044974387,0.62919027,0.0031074584,140966
25,1.4537484e-06,0.69074136,0.025300503,141105
25,0.00806582,0.61349607,0.012572169,141271
25,0.6208867,0.9499817,0.007965565,141397
25,0.0003028214,0.6657658,0.0019172132,141547
25,0.64404744,0.72378683,0.009216785,141691
25,0.34779555,0.9939157,0.0034799576,141853
25,0.00010161419,0.8476654,0.0007043183,141979
25,0.0003219843,0.9228495,0.0008819401,142427
25,0.69079536,0.74687886,0.0033437312,142598
25,0.0048469007,0.70275235,0.0037504435,142797
25,0.62237865,0.9376428,0.021720141,142910
25,0.6601923,0.64358366,0.0040667057,143065
25,6.245474e-07,0.791057,6.453493e-05,143231
25,0.12540966,0.67180216,0.006676644,143359
25,1.15644845e-07,0.6720924,0.0023321211,143497
25,0.6974666,0.84647226,0.002530396,143871
25,1.2201433e-05,0.7374258,6.211107e-05,144158
25,0.70814824,0.4633258,0.00535357,144338
25,0.7569052,0.6819022,0.0058136582,144475
25,0.0024708807,0.79897755,0.0016355813,144687
25,0.006054193,0.5104042,0.0044026077,144814
25,2.5252462e-05,0.4325639,0.0040548146,145014
25,0.04796794,0.49001417,0.007863492,145165
25,0.7357023,0.43752128,0.005513191,145345
25,0.0001899302,0.6887945,0.0004901886,145503
25,2.9193231e-08,0.42029452,0.03716165,145690
25,8.749663e-09,0.46596503,0.0003002286,145873
25,0.675718,0.9233662,0.011092693,146003
25,2.7871897e-06,0.43038315,0.00045838952,146176
25,4.068556e-07,0.70219266,0.0022443533,146335
25,0.014625132,0.61924314,0.001819402,146539
25,0.7309257,0.75174487,0.06859985,146955
25,0.00025624037,0.8527428,0.00055888295,147100
25,0.0016182661,0.65748286,0.0018068552,147237
25,8.636407e-06,0.806379,0.0002605915,147360
25,0.119868964,0.94767165,0.002121091,147746
25,0.7159634,0.80599916,0.00612393,147901
25,0.59671515,0.917755,0.0034976006,148064
25,4.0729176e-08,0.56277937,0.0040008426,148258
25,0.75717163,0.89470035,0.00810644,148402
25,0.6574921,0.8338106,0.0037278533,148520
25,4.227616e-09,0.5817651,0.0005889237,148721
25,0.5795736,0.9397539,0.0068610013,148890
25,0.00017890334,0.8361733,0.001942426,149004
25,0.06272483,0.7410904,0.0032106936,149140
25,0.60657376,0.8024508,0.0057166815,149356
25,0.65633005,0.6056421,0.005189985,149423
25,0.53984344,0.9030111,0.016348869,149614
25,0.65649474,0.5084569,0.0038469136,149720
25,6.2767924e-07,0.867041,0.00088757277,149876
25,0.65827256,0.7933489,0.02168867,149968
25,0.69187415,0.8143246,0.0077714324,150091
25,0.6155825,0.5272771,0.005099952,150284
25,0.70767707,0.6639139,0.0034321845,150670
