Snapshot,P_Disk,P_Irr,P_Spheroid,SubhaloID
29,0.009685576,0.9793128,0.00044494867,208527
29,0.52792543,0.8825885,0.0057286024,208813
29,0.6559173,0.87900305,0.0138347745,208894
29,0.68366635,0.88806933,0.0014589429,209016
29,0.0023458898,0.91285723,0.0018227994,209169
29,0.37398964,0.9605078,0.002557546,209295
29,0.000107675776,0.7816835,0.005605072,209434
29,0.6195057,0.8026911,0.0053730905,209598
29,0.00027939677,0.85334677,0.0053395033,209774
29,0.00038945675,0.951697,0.00085386634,209944
29,0.009835929,0.7927519,0.0038765073,210079
29,0.6783193,0.4258684,0.0024640858,210224
29,1.9625511e-05,0.5679404,0.0053061247,210339
29,0.67565656,0.96770847,0.0020785928,210464
29,0.6934921,0.7169723,0.0026183128,210555
29,1.5600149e-06,0.91744566,0.0003758371,210690
29,0.5559336,0.9733315,0.0064699054,210848
29,0.3214732,0.94024247,0.0044200122,211035
29,0.78574336,0.61798847,0.0029678047,211353
29,0.0008004904,0.890559,0.0011560321,211492
29,0.7354672,0.30247882,0.0049770772,211660
29,0.12033874,0.9563397,0.0005387366,211891
29,0.77874947,0.8815761,0.008454412,212044
29,0.21443728,0.94526565,0.0036335886,212177
29,0.43656862,0.9883145,0.013102204,212699
29,0.006818533,0.91236687,0.0022337437,212834
29,0.6309232,0.7208824,0.0028596818,212931
29,0.32494533,0.9754745,4.7241876e-05,213052
29,0.4303823,0.27193767,0.64548427,213192
29,0.66724914,0.9692198,0.0014864802,213503
29,0.015612245,0.9317628,0.00016134977,213615
29,0.60168177,0.95980716,0.0030178726,213737
29,0.007858008,0.8043256,0.016153485,213924
29,0.7131188,0.8351352,0.0037716627,214058
29,0.40142858,0.4093676,0.50898504,214170
29,1.5245457e-06,0.9529339,0.00025358796,214294
29,0.7089013,0.75459445,0.004597962,214422
29,1.502304e-05,0.86259735,0.00036495924,214620
29,0.70838046,0.9211751,0.0066570938,215187
29,0.0005888343,0.8249787,0.0027707815,215500
29,0.571726,0.8632637,0.01351884,215628
29,0.0003040135,0.9337575,0.0004221797,215755
29,0.08029297,0.8878141,0.016487718,215853
29,0.46911815,0.9663299,0.0004900396,215988
29,0.0035779476,0.93825585,0.00484699,216063
29,0.51850045,0.93944,0.0010283291,216255
29,0.2098934,0.8653721,0.0025920272,216370
29,0.05312869,0.840109,0.003169179,216543
29,0.70125496,0.39324892,0.0039948523,216708
29,0.007327348,0.8126006,0.011390239,216892
29,0.5311645,0.9550488,0.011444181,217091
29,0.7211982,0.82249075,0.010204524,217436
29,0.005941361,0.89811265,0.0007350445,217640
29,0.7233559,0.56210977,0.0069574714,217791
29,0.74235135,0.9376925,0.0055789948,217961
29,2.4524732e-05,0.7777272,0.014624357,218095
29,0.112024695,0.91515803,0.0022359192,218254
29,0.0017191172,0.8779831,0.00080785155,218404
29,0.0014575124,0.86213326,0.00097844,218512
29,0.0031533837,0.7258762,0.0005708933,218617
29,0.00025835633,0.7916547,0.0008805692,218744
29,0.04795146,0.9282209,0.007683009,218811
29,8.596877e-05,0.8982271,0.00052532554,219174
29,1.4504131e-05,0.8328881,0.0009911358,219325
29,0.7237319,0.27069527,0.0037131608,219489
29,0.005723685,0.8630079,0.003104031,219647
29,0.010625094,0.9126228,0.0007785857,220038
29,0.7206165,0.6339706,0.00829947,220218
29,5.5081648e-05,0.86372495,0.0025274456,220457
29,0.7566149,0.6028053,0.0054324865,220711
29,0.031538665,0.6621728,0.0009018481,220712
29,0.0047023594,0.5600448,0.004072666,221038
29,0.59033114,0.5488981,0.42210996,221221
29,0.0019278228,0.7511878,0.0004557371,221597
29,1.0855594e-05,0.8829729,0.0044766963,222144
29,0.697819,0.8044737,0.006412208,222502
29,0.012924463,0.8695667,0.007117063,222831
29,0.0021791458,0.86851335,0.0002862513,222933
29,0.67871,0.95547915,0.004287988,223031
29,0.69274354,0.9512564,0.0032509267,223174
29,1.7662245e-05,0.9350404,0.0013837814,223542
29,0.73385173,0.48709956,0.001652658,223680
29,0.5948138,0.9644017,0.005387485,223778
29,0.6881237,0.88153046,0.0027452707,223876
29,0.00038596988,0.6652928,0.0022409856,223976
29,0.062426955,0.7687894,0.0022604764,224189
29,0.7582483,0.44737592,0.0031774342,224329
29,0.0029653907,0.9143367,0.0012203455,224741
29,3.2811677e-05,0.8552525,0.0017210841,224857
29,0.5164581,0.96931136,0.006027758,224978
29,0.6712382,0.97961557,0.0046678483,225128
29,0.62558424,0.9007551,0.014610231,225436
29,0.7476346,0.5826578,0.0049029887,225563
29,0.69528484,0.79530275,0.0049832463,225711
29,0.0077955723,0.8461888,0.00505051,225838
29,0.020909369,0.95432866,0.00039827824,225905
29,0.486588,0.8575071,0.030894607,225963
29,0.00019794703,0.77416366,0.00045123696,226063
29,0.033069402,0.73229885,0.002441436,226754
29,0.6004298,0.9251486,0.017211199,226932
29,0.011598468,0.95567393,0.0013525486,227202
29,0.28441593,0.9273174,0.0015817583,227371
29,0.6633484,0.75136787,0.0025905967,227519
29,0.7462194,0.68484956,0.0042844415,227658
29,1.9125189e-06,0.74980974,0.00084125996,227798
29,0.0009936392,0.89283055,0.005188793,227956
29,0.6806111,0.48440433,0.0017385483,228112
29,0.105178684,0.84488046,0.0029816926,228281
29,0.06384191,0.39099345,0.073942244,228669
29,0.00019428134,0.4718133,0.046823174,228811
29,0.46121988,0.973783,0.01142779,228945
29,0.7492296,0.39013693,0.0024537146,229051
29,0.65644276,0.94647187,0.0013627708,229194
29,0.68057173,0.69314283,0.0033626556,229298
29,0.081033885,0.77113533,0.0035961568,229444
29,0.03544891,0.81915855,0.0023506582,229573
29,0.7536,0.55579966,0.0023975968,229694
29,0.0003566146,0.921827,0.01771155,229948
29,5.3090196e-07,0.46692038,0.0018751621,230228
29,0.00019040704,0.7186532,0.0005751848,230634
29,0.00017365813,0.847089,0.00073716044,230920
29,0.0003901422,0.8072597,0.0011011064,231035
29,6.990988e-06,0.9266897,0.00058576465,231182
29,9.795028e-07,0.3732584,0.020172596,231341
29,0.54810566,0.9917083,0.004591316,231821
29,0.09365392,0.84714663,0.0011100769,231894
29,0.56166303,0.8538289,0.004366398,232013
29,0.709462,0.7764194,0.0033600926,232245
29,0.7403127,0.6509321,0.005280584,232246
29,9.032058e-07,0.8416872,0.01591888,232327
29,7.065996e-05,0.9187135,0.00037175417,232465
29,0.70472914,0.78812677,0.012572408,232535
29,0.72691655,0.37099975,0.0048924387,232615
29,0.7619866,0.53387487,0.0023500621,232910
29,0.048433006,0.9261469,0.03527221,233166
29,0.7571901,0.36839902,0.00936532,233273
29,0.796538,0.62528276,0.0040025115,233409
29,0.10413942,0.96874917,0.00019335747,233792
29,0.722621,0.43592831,0.0022825599,233850
29,0.75349015,0.51584107,0.004333645,234090
29,0.75437427,0.6958626,0.0017283857,234209
29,0.04368782,0.93026793,0.00091713667,234279
29,0.7044213,0.8368165,0.07462245,234531
29,1.6392154e-06,0.6839461,0.005075097,235160
29,0.55298096,0.61178553,0.004018277,235288
29,0.6901745,0.42329016,0.003920704,235492
29,0.0009562373,0.7396928,0.01825115,235656
29,0.007611364,0.53273803,0.0015000105,235899
29,4.369274e-06,0.8384881,0.0040224493,236061
29,5.4342563e-05,0.9151858,0.0010131598,236182
29,0.037056834,0.9064053,0.0017964542,236267
29,0.61439,0.5660993,0.0045489073,236373
29,0.5685236,0.96232176,0.02390191,236492
29,0.53244734,0.90356624,0.0004671216,236607
29,0.031722426,0.8658738,0.0011464059,236674
29,0.64547586,0.9465177,0.043924004,236950
29,0.0019324422,0.8054264,0.004720509,237085
29,0.27417177,0.8809392,0.004245043,237396
29,0.6226862,0.90323573,0.029599667,237469
29,0.0074343085,0.57935935,0.001899302,237756
29,0.7044468,0.61715394,0.0056658387,237879
29,0.7287334,0.4635097,0.0042218864,238048
29,0.0037748516,0.75635463,0.00086808205,238193
29,8.93002e-06,0.72120285,0.0024359226,238469
29,0.07915822,0.93377197,0.00063472986,238697
29,0.016302943,0.73095083,0.0010980964,238815
29,0.00056278706,0.84909266,0.0019248724,238921
29,0.54942226,0.9607993,0.020291448,239033
29,5.3666467e-06,0.6841749,0.004347563,239150
29,0.034254074,0.9583454,0.00017723441,239268
29,0.28100556,0.9441005,0.0035504699,239374
29,0.6705198,0.8949146,0.012835413,240041
29,0.00057291985,0.86103296,0.00074508786,240289
29,0.012729019,0.6884645,0.0016877949,240381
29,6.1025753e-06,0.8346642,0.000708729,240689
29,0.3280378,0.8552773,0.0019933581,240792
29,0.020306975,0.90886474,0.00089007616,240911
29,4.4482874e-08,0.8305428,0.00046649575,241038
29,0.81955063,0.6064321,0.0054554045,241189
29,0.0015574992,0.8668492,0.0011951327,241625
29,0.16752964,0.80990386,0.0017463267,241758
29,0.7495702,0.7136483,0.008916497,242014
29,0.5834197,0.9539163,0.0053327084,242300
29,5.990214e-05,0.9566132,0.00034165382,242565
29,0.02329716,0.70364845,0.0050953925,242670
29,0.5991463,0.7471502,0.0070409477,242891
29,0.010523498,0.7353128,0.069708735,242985
29,0.7340976,0.8582588,0.0093995035,243440
29,0.7576196,0.8816472,0.0025980175,243522
29,0.8159137,0.47057858,0.007552564,243592
29,1.1003665e-05,0.9527217,0.001694113,243681
29,0.29585302,0.5955407,0.00849241,243740
29,0.6567514,0.92741513,0.031221002,243874
29,0.6402792,0.81832504,0.016462386,244130
29,0.73863065,0.7231126,0.0042018294,244230
29,0.576232,0.69348,0.03050816,244350
29,9.307269e-06,0.7035213,0.0013118982,244407
29,0.22040188,0.7919398,0.030643404,244497
29,0.70994705,0.8277782,0.0026808083,244599
29,0.00021517277,0.8136286,0.0028156042,244732
29,2.0460348e-05,0.69924444,0.0044309497,244847
29,0.73883885,0.88311017,0.0027656555,245047
29,0.67631507,0.744937,0.03379652,245120
29,0.78765196,0.70615506,0.0025995076,245199
29,0.00065231323,0.7751799,0.0047661066,245607
29,0.5142118,0.9927133,0.004875332,245723
29,0.00061389804,0.89833295,0.02036661,245821
29,0.0014466941,0.8566878,0.00053858757,245912
29,0.0005560219,0.7046724,0.0049525797,246010
29,0.5015293,0.9705795,0.018338323,246092
29,0.7721912,0.5812809,0.009126395,246203
29,0.0039379895,0.7366501,0.0011735857,246330
29,0.65934473,0.83521634,0.0069117546,246405
29,0.71682227,0.4271362,0.005374074,246451
29,0.038751125,0.8819062,0.00059974194,246579
29,0.0013408363,0.7797052,0.0003412068,246649
29,0.00067797303,0.5224946,0.13200304,246910
29,0.7014716,0.97658515,0.0035195947,247015
29,5.525045e-06,0.8467617,0.0010471344,247135
29,3.2311345e-06,0.8042231,0.0014470518,247273
29,0.002188146,0.6774721,0.035327792,247400
29,0.017018974,0.6510941,0.0015053451,247505
29,5.5521017e-05,0.9131351,0.0006148219,247581
29,0.04925558,0.8918818,0.012981266,247678
29,0.28342426,0.9375434,0.00049576163,247813
29,0.683951,0.95604765,0.007401377,248065
29,0.111580014,0.93909717,8.324071e-05,248549
29,6.302627e-05,0.5271158,0.04882273,248619
29,0.22173649,0.73804766,0.0019351244,248763
29,0.014006257,0.4393217,0.023415893,248866
29,0.5380314,0.9945837,0.003531456,248961
29,0.47591373,0.9864918,0.0015310049,249051
29,0.11089811,0.862661,0.00336352,249371
29,0.733768,0.88086355,0.0071828663,249504
29,0.6756648,0.35540116,0.0038056672,249601
29,0.00194785,0.67450476,0.0018814504,249708
29,0.014457256,0.47060022,0.0093533695,249937
29,0.7601392,0.8713478,0.015729487,250609
29,0.11675128,0.8997023,0.0007356703,250672
29,0.7139864,0.72326034,0.0027848184,250738
29,0.47323716,0.96079874,0.0042099655,250993
29,0.011501431,0.77533704,0.0019235611,251225
29,0.06975496,0.69678557,0.03977868,251424
29,0.6315846,0.9245464,0.0048860013,251534
29,0.68045217,0.44037014,0.0031931102,251740
29,0.0015673637,0.6095235,0.0019093156,251919
29,0.0006726682,0.82426715,0.0006298125,252042
29,2.3142242e-05,0.49852335,0.0023797452,253113
29,0.71984994,0.5050001,0.0060601234,253265
29,0.7443695,0.6377683,0.006421536,254046
29,0.0013980865,0.5591896,0.0005874038,254321
29,0.0024965107,0.75924367,0.0030213594,254598
29,0.3809863,0.9097743,0.00057914853,254695
29,0.00016385317,0.56308293,0.023196131,254744
29,0.0010174811,0.8372756,0.0014934838,254850
29,5.8038216e-07,0.6103802,0.00083088875,255078
29,2.6799821e-06,0.8628108,0.00084757805,255172
29,0.0126081705,0.77546716,0.0010762513,255234
29,6.1154714e-07,0.78623277,0.0015442371,255342
29,0.12581539,0.7825587,0.017026693,255436
29,2.6523197e-05,0.7130185,0.0070308447,255527
29,0.69914985,0.7592883,0.005507618,255602
29,0.6775735,0.9392635,0.008300304,255649
29,9.3054183e-07,0.61545575,0.0015989542,255745
29,0.0037671328,0.6399343,0.009052575,255856
29,1.17243655e-08,0.48254147,0.0007068813,255952
29,0.32408094,0.7496514,0.0039119422,256059
29,0.008133292,0.6333668,0.027793765,256391
29,0.036469728,0.6690167,0.0019764602,256689
29,0.003613621,0.45100585,0.011274099,257229
29,5.8488922e-08,0.62390363,0.00090140104,257341
29,3.729277e-06,0.84496737,0.0004428923,257434
29,0.0009544492,0.8335002,0.011012018,257639
29,0.62422156,0.8244786,0.004802674,257736
29,0.66123,0.4396314,0.0016629696,257812
29,2.6182036e-07,0.7067588,0.0013752282,258034
29,0.5646872,0.9529897,0.020266593,258246
29,0.4107877,0.9883265,0.0075755417,258330
29,0.078449726,0.88363945,0.0047492683,258445
29,0.013740748,0.7730577,0.0015454888,258628
29,0.6081624,0.94426703,0.0070897937,259079
29,0.2274715,0.8050872,0.0034523308,259533
29,0.11121234,0.5598757,0.0016640425,259879
29,0.0060449243,0.7279048,0.0029506683,260238
29,7.5333795e-05,0.8395041,0.0010767281,260674
29,0.648198,0.7692535,0.005909592,261281
29,0.7145681,0.67279977,0.00216946,261350
29,4.927345e-05,0.7937698,0.005140245,261439
29,0.70744395,0.77510965,0.0051006675,261651
29,0.495072,0.96483153,0.025742024,261758
29,0.69156575,0.93807673,0.013294458,262374
29,0.6477979,0.8210064,0.0074204803,262452
29,0.7291258,0.73541373,0.004940182,262809
29,0.6470588,0.78406864,0.003949851,262863
29,0.6052205,0.81698465,0.007876933,263547
29,6.488907e-08,0.47069347,0.0013734698,263623
29,1.101698e-05,0.7109835,0.0052386224,263904
29,0.57373184,0.926493,4.837178e-05,264120
29,2.2287077e-08,0.6013796,0.0010573864,264303
29,0.0017562509,0.68597347,0.034749895,264456
29,0.64810133,0.8214376,0.004247904,264665
29,1.1678808e-05,0.8408458,0.0014952123,264763
29,9.54505e-09,0.7108885,0.00036656857,265449
29,0.7229267,0.6472321,0.012334734,265712
29,1.9496522e-06,0.7137771,0.0015154183,265780
29,0.02238357,0.83609056,0.00081434846,266212
29,0.00507167,0.85613763,0.00035074353,266427
29,1.7025786e-05,0.5047114,0.0020430982,266612
29,0.110892594,0.8805598,0.0064193904,266695
29,0.00011943324,0.60604864,0.029023767,266814
29,0.15865201,0.90375185,0.020048857,267547
29,9.456208e-08,0.7261455,0.0001321137,267608
29,0.5823438,0.78303003,0.032942206,268552
29,0.7250294,0.87369907,0.004122168,268713
29,0.70036757,0.8242229,0.00820443,269047
29,5.040056e-06,0.7428366,0.0027431548,269521
29,0.7439413,0.69521606,0.0042353272,269812
29,0.0022544563,0.5062553,0.012572348,270071
29,0.008971512,0.73212916,0.008041114,270241
29,0.64981776,0.6623502,0.055220872,270335
29,0.043243468,0.8114084,0.0017279088,270430
29,0.21220082,0.5626478,0.017233193,270525
29,2.5480706e-05,0.51464814,0.0016904175,270788
29,0.6691439,0.6510075,0.010940045,270979
29,0.6280454,0.8736243,0.051998436,271063
29,0.60877603,0.93904454,0.019411534,271509
29,0.023542196,0.779315,0.03296408,271691
29,4.6487506e-07,0.83279955,0.0009331405,272421
29,0.6526101,0.94887805,0.03314373,272785
29,0.7024301,0.47837815,0.005791843,272867
29,0.59810716,0.76425385,0.010262698,272951
29,0.0022539198,0.7761589,0.00084745884,273027
29,4.819827e-05,0.8568227,0.0027948916,273249
29,4.837542e-07,0.6062311,0.00065106153,273778
29,0.54295003,0.9772856,0.04269904,273828
29,0.0006952882,0.7580301,0.008838117,274313
29,0.57570493,0.96414506,0.0073044,274382
29,0.7020656,0.7820722,0.006410688,274544
29,8.825275e-08,0.5884585,0.0012850761,274684
29,8.907514e-08,0.79704213,0.012984812,275024
29,0.6659269,0.8735343,0.026199013,275073
29,0.71215796,0.47657597,0.0076700747,275162
29,5.7542366e-07,0.5720931,0.0003502965,275589
29,0.0008816719,0.7656692,0.07361883,275689
29,0.6784012,0.8403465,0.0045726895,276127
29,0.8045149,0.47506008,0.0073210597,276321
29,0.67632145,0.92202353,0.013843536,276425
29,0.7340378,0.32021463,0.10786325,276751
29,0.0001269579,0.46061432,0.08503017,277184
29,0.627318,0.85131586,0.01828584,277899
29,0.6480931,0.61152047,0.009500712,278073
29,0.69865626,0.50497997,0.006972879,278867
29,0.5824095,0.93979424,0.03284806,279327
29,0.68077505,0.7392174,0.032746166,279739
29,0.6838563,0.43097398,0.002668023,280006
29,0.66836816,0.9039936,0.0058471262,280081
29,0.33650452,0.98483884,0.00068295,280255
29,0.007813424,0.7762375,0.0059735775,281160
29,0.5832447,0.9413633,0.045339137,282175
29,0.7624434,0.6295239,0.007991761,282812
29,0.015462697,0.64362204,0.0023254454,282970
29,1.0390522e-06,0.61449105,0.00131163,283350
29,0.63637257,0.8070253,0.021355838,283404
29,3.4032888e-07,0.83373225,0.0021742582,284114
29,1.3051148e-07,0.62696826,0.00058302283,284261
29,7.416939e-05,0.7329751,0.0011870265,284625
29,1.0750883e-08,0.84568083,0.00034546852,284820
29,0.7424738,0.6846357,0.007620305,285618
29,0.6761499,0.7106572,0.008222222,285796
29,0.66536456,0.5118691,0.004265815,285840
29,1.4826212e-05,0.7936033,0.0011623204,286042
29,0.7031152,0.6779206,0.010163456,286635
29,0.7623317,0.49522313,0.009695679,286817
29,0.011186779,0.67558444,0.001217097,287100
29,0.7129783,0.76226246,0.012843847,287456
29,0.6530762,0.83681846,0.009054005,287939
29,0.0075365603,0.7500849,0.0056247115,288701
29,0.73923314,0.83975405,0.021255076,289090
29,0.70989454,0.7987856,0.0069595575,290202
29,0.13166007,0.82296526,0.00021955371,290252
29,1.7480187e-06,0.681639,0.0018187463,290833
29,0.6447077,0.9057622,0.009374768,291051
29,0.5652603,0.87252086,0.004192263,291751
29,0.62990636,0.88014644,0.00379318,291958
29,0.66134846,0.8735033,0.010406226,292007
29,2.0912837e-05,0.8693129,0.0006913543,292160
29,0.1016835,0.6368453,0.004073262,292377
29,0.025304466,0.7329974,0.0007523,292716
29,0.6829455,0.76834786,0.0051754713,293298
29,0.8068768,0.8749467,0.017076403,293490
29,2.3870969e-06,0.8577017,0.00053957105,293670
29,8.776976e-05,0.5608127,0.0010738671,293708
29,0.32738248,0.7258433,0.002964139,293857
29,2.6139887e-06,0.57415664,0.0051264763,294120
29,1.8799085e-05,0.6762334,0.0031223,294735
29,0.046105534,0.78502053,0.004822403,295419
29,0.67886066,0.84006023,0.008322179,296201
29,1.3629893e-09,0.48948288,0.0010257065,297074
29,0.7154464,0.96718216,0.018846571,297825
29,0.66124344,0.8335248,0.0043494105,298479
29,3.440394e-06,0.5185384,0.001431942,298678
29,0.6687772,0.85024774,0.0038331747,299014
29,9.420725e-08,0.8798036,0.00092703104,299168
29,0.11014426,0.8497013,0.0007082224,300598
29,0.7175801,0.68859315,0.008175224,300838
29,0.7228862,0.74010885,0.007937372,302179
29,2.41718e-06,0.73068327,0.0012981594,302722
29,0.0043068826,0.39477453,0.06036806,302794
29,0.1607078,0.68006253,0.0023916066,303338
29,0.66745013,0.8814865,0.005460173,304206
29,0.6438726,0.6510681,0.019167304,304266
29,0.00074991584,0.68464506,0.005570084,306090
29,0.7019533,0.79772484,0.005065292,307073
29,0.62031406,0.6237812,0.0028741956,309248
29,0.000114955794,0.6825355,0.0026970208,310039
29,2.1870968e-05,0.80890596,0.0015339851,314164
29,0.022535741,0.8166046,0.002027452,314422
29,0.026054889,0.7930385,0.008858025,317144
29,0.0011315346,0.656238,0.002264887,317899
29,0.00017169118,0.714147,0.0012181699,320238
29,0.7489218,0.56028676,0.0058537424,320648
29,6.555989e-07,0.44749627,0.00032186508,320840
29,2.0406924e-06,0.47194108,0.0033330917,321377
29,0.080194026,0.61946124,0.0013384223,322206
29,0.06487295,0.5940959,0.008717328,323386
29,0.011019051,0.5885378,0.018865287,326987
29,0.0004107654,0.35349536,0.021191865,336753
33,0.20305175,0.115692675,0.55100423,0
33,0.39874074,0.9884055,0.01752317,1
33,0.8596916,0.8794849,0.044418514,2
33,0.5454225,0.98633164,0.003691703,3
33,0.57503945,0.8505212,0.013699442,4
33,0.6025462,0.97088474,0.005325049,5
33,0.6152984,0.9747164,0.015587211,6
33,0.61938727,0.84500986,0.034885168,7
33,0.39914346,0.980986,0.001215786,8
33,0.7159467,0.8040473,0.004304886,9
33,0.577206,0.9039238,0.025452703,10
33,0.71609324,0.73539555,0.003707469,11
33,0.66616595,0.73329437,0.007146657,12
33,0.006207496,0.55042946,0.06406143,14
33,0.4864819,0.40750644,0.46708083,15
33,0.6180324,0.5243006,0.44071487,16
33,8.16e-06,0.7950943,0.007903397,17
33,0.5894966,0.45986807,0.30369395,18
33,0.51287615,0.21759841,0.4234792,25
33,2.97e-05,0.014109105,0.16974449,26
33,0.7046952,0.38428897,0.023716986,35
33,0.03794411,0.36913067,0.0810689,37
33,0.000765,0.02543956,0.27039874,48
33,0.8160417,0.6677346,0.0539082,8068
33,0.7400018,0.9720998,0.006618679,8069
33,0.31631616,0.98462355,0.000753,8070
33,0.7046214,0.816092,0.002223939,8071
33,0.59858894,0.9610758,0.004772931,8072
33,0.6663792,0.9210328,0.010883689,8073
33,0.5880166,0.10809064,0.74079776,8074
33,0.763644,0.7131283,0.00273031,8075
33,0.7320046,0.83541363,0.004788429,8076
33,0.7094644,0.83064437,0.001445442,8077
33,0.22271371,0.921244,0.001190931,8078
33,0.001452565,0.8051139,0.000352,8079
33,0.067973524,0.7902174,0.023583442,8080
33,0.6796625,0.7282839,0.005070895,8082
33,0.6441181,0.71882683,0.08124077,8084
33,0.5809954,0.9753287,0.028975248,8092
33,0.27404356,0.13183713,0.07323748,8102
33,3.12e-05,0.012780517,0.16631186,8106
33,0.71112776,0.14454925,0.70595515,15225
33,0.7128295,0.9538075,0.056403697,15226
33,0.75441515,0.977684,0.004770041,15227
33,0.5479764,0.5056212,0.31402427,15228
33,0.5915673,0.9551961,0.000515,15229
33,0.6106532,0.9520163,0.007203937,15230
33,0.5689787,0.9125771,0.08219072,15231
33,0.72837245,0.6206809,0.001383632,15232
33,0.5989118,0.9102526,0.041720003,15233
33,0.59275556,0.9243618,0.004201263,15234
33,0.672815,0.8134205,0.08310917,15235
33,0.6127876,0.7183016,0.23340404,15236
33,1.83e-06,0.6692656,0.015608311,15238
33,0.5420127,0.8275626,0.007362455,15240
33,0.63185394,0.45074937,0.20099989,15245
33,0.000108,0.019605756,0.324197,15248
33,0.005205452,0.35129628,0.012646288,15256
33,0.00168246,0.038022846,0.62005365,21554
33,0.6573044,0.8450432,0.021425903,21555
33,0.5665014,0.98470366,0.005833149,21556
33,0.73312217,0.12698379,0.16109502,21557
33,0.61676633,0.6829827,0.4190548,21558
33,0.55649006,0.08407882,0.07683015,21560
33,0.75987875,0.4866971,0.003694803,21564
33,0.82136345,0.31029812,0.29747152,25821
33,0.21470201,0.044950694,0.623671,25822
33,0.62233853,0.23251364,0.7641027,25823
33,0.5880557,0.9769039,0.000731,25824
33,0.42743438,0.9525856,0.000427,25825
33,0.30422044,0.9406149,0.000639,25826
33,0.7499199,0.39187413,0.001581013,25827
33,0.6014619,0.9038886,0.002026349,25828
33,0.18696609,0.9589269,0.002533734,25830
33,0.6548476,0.8929578,0.004190475,25832
33,0.5097153,0.9900116,0.009175152,25833
33,0.029414117,0.41000223,0.021483362,25838
33,0.72458965,0.25381982,0.73164195,29443
33,0.019508481,0.95372665,0.000527,29444
33,0.5877377,0.6959881,0.12378326,29445
33,0.01707828,0.65864974,0.005803227,29446
33,1.12e-06,0.66407305,0.002827913,29447
33,0.73320806,0.39190155,0.59962636,31832
33,0.6756358,0.9459664,0.024203122,31833
33,0.8017424,0.58457994,0.002580047,31834
33,0.56672674,0.5866134,0.2915217,31835
33,0.12502411,0.9180691,0.00024,31836
33,0.485473,0.2966761,0.7373921,31840
33,0.56965554,0.44544464,0.1656299,34602
33,0.69231665,0.9277171,0.007153451,34603
33,0.63942575,0.9606625,0.005084872,34604
33,0.56252295,0.97195584,0.03831798,34605
33,0.7058259,0.80449694,0.05392784,34606
33,0.5408675,0.34299368,0.5175639,34607
33,0.694669,0.40368745,0.005307972,34613
33,0.64540064,0.47483265,0.019367278,34614
33,0.023567915,0.08430743,0.75009507,37157
33,0.3215629,0.9810128,0.001225829,37158
33,0.6709996,0.9512073,0.005724519,37159
33,0.78590703,0.6964161,0.2813807,37160
33,0.44036213,0.97458196,0.004532695,37161
33,0.6206686,0.9559876,0.005460858,37162
33,0.7715827,0.49845883,0.32105184,37168
33,0.05523634,0.42489463,0.09790084,37169
33,0.37583932,0.9272226,0.015776098,39745
33,0.001497239,0.045286268,0.71531004,39746
33,0.01439923,0.93324804,0.000493,39747
33,0.6462257,0.89361936,0.005475134,39748
33,0.21886063,0.06045091,0.67563295,42404
33,0.7317293,0.49042132,0.31092837,42405
33,0.11892471,0.62747014,0.002277106,42406
33,0.56720054,0.8761675,0.07616815,42407
33,0.5780661,0.91276455,0.006300777,42408
33,1.22e-07,0.36838275,0.001373827,42410
33,0.5361865,0.2824782,0.42267084,42414
33,0.7347613,0.7598878,0.026856959,44315
33,0.88568294,0.24410385,0.77880096,44316
33,0.9449866,0.34330043,0.1544013,44317
33,0.6030426,0.97822607,0.000622,44318
33,0.6698444,0.5329801,0.30028492,44319
33,2.78e-05,0.7220389,0.000882,44320
33,0.021100253,0.72381604,0.003899455,44322
33,0.7416882,0.23444551,0.6216452,46531
33,0.6690993,0.97965753,0.003267944,46532
33,0.12233046,0.9423041,0.001743883,46534
33,0.31257567,0.28722078,0.75398576,46535
33,0.35184985,0.72538084,0.023347735,48457
33,0.7405174,0.62048554,0.002506316,48458
33,0.5928689,0.6474497,0.22512472,48460
33,0.63217205,0.39986646,0.04426387,48463
33,0.88636243,0.3173126,0.6477936,50681
33,0.6162114,0.9626465,0.002306014,50682
33,0.40374988,0.93358874,0.020806015,50683
33,0.5843845,0.96497965,0.000715,50684
33,6.48e-08,0.366109,0.004817903,50692
33,0.74486846,0.437979,0.010783672,50694
33,0.65642655,0.88979256,0.007526815,53048
33,0.72272146,0.9310229,0.007957876,53049
33,0.6270079,0.8198067,0.073750705,53050
33,0.55816734,0.99203455,0.001627117,53051
33,0.5793998,0.42301106,0.29518396,53052
33,0.7701726,0.41814888,0.003229529,53054
33,0.8683218,0.54919064,0.013133347,55106
33,0.6489568,0.9713148,0.002244771,55107
33,0.5143335,0.89975,0.005250633,55108
33,0.7316174,0.6827718,0.008690774,55113
33,0.028511286,0.312667,0.20847327,55116
33,0.36906052,0.14139736,0.7550949,57098
33,0.4194383,0.97068423,6.86e-05,57099
33,0.43446726,0.97109115,0.003203422,57100
33,0.009231299,0.8651773,0.05118504,57102
33,0.7885623,0.60158765,0.052915305,59075
33,0.80161357,0.960206,0.004773051,59076
33,0.7455651,0.7263516,0.001645058,59077
33,0.55841494,0.9711773,0.000767,59078
33,0.7136812,0.90544057,0.000321,60750
33,0.6547305,0.9894218,0.005686641,60751
33,0.87299484,0.6051086,0.22504982,60752
33,0.001254529,0.47320232,0.003743678,60753
33,0.5634351,0.38700423,0.3657024,60757
